"Title","URL"
"Market sizing estimates for neonatal resuscitation equipment","https://marketbookshelf.com/publications/market-sizing-estimates-neonatal-resuscitation-equipment/"
"Making markets work for HIV prevention: The Total Market Approach for condom security in Vietnam","https://marketbookshelf.com/publications/making-markets-work-hiv-prevention-total-market-approach-condom-security-vietnam/"
"Understanding Consumers and the Market for Household Water Treatment Products in Cambodia","https://marketbookshelf.com/publications/understanding-consumers-market-household-water-treatment-products-cambodia/"
"Forecast Report: Freeze-Safe Vaccine Carriers Modeling the Potential Global Market","https://marketbookshelf.com/publications/forecast-report-freeze-safe-vaccine-carriers-modeling-potential-global-market/"
"Introducing V Condom to South Africa: Expanding the female condom market","https://marketbookshelf.com/publications/introducing-v-condom-south-africa-expanding-female-condom-market/"
"Market Assessment of Household Water Treatment Products in Eight African Countries","https://marketbookshelf.com/publications/market-assessment-household-water-treatment-products-eight-african-countries/"
"Market Opportunities: How Washington Businesses Can Engage with the Global Health Sector","https://marketbookshelf.com/publications/market-opportunities-washington-businesses-can-engage-global-health-sector/"
"PATH Safe Water Project’s Monitoring and Evaluation Framework: Testing market-based solutions in four countries","https://marketbookshelf.com/publications/path-safe-water-projects-monitoring-evaluation-framework-testing-market-based-solutions-four-countries/"
"Developing sustainable markets for the Woman’s Condom","https://marketbookshelf.com/publications/developing-sustainable-markets-womans-condom/"
"Maternal Immunization: Country Priorities and Market Requirements","https://marketbookshelf.com/publications/maternal-immunization-country-priorities-market-requirements/"
"Ultra Rice Technology: Expanding Markets for Fortified Rice","https://marketbookshelf.com/publications/ultra-rice-technology-expanding-markets-fortified-rice/"
"Markets matter: Improving access to livesaving maternal health products","https://marketbookshelf.com/publications/markets-matter-improving-access-livesaving-maternal-health-products/"
"Indian generics producers, access to essential medicines and local production in Africa: an argument with reference to Tanzania","https://marketbookshelf.com/publications/indian-generics-producers-access-essential-medicines-local-production-africa-argument-reference-tanzania/"
"Providing affordable essential medicines to African households: The missing policies and institutions for price containment","https://marketbookshelf.com/publications/providing-affordable-essential-medicines-african-households-missing-policies-institutions-price-containment/"
"Promoting and Prioritising Reproductive Health Commodities: Understanding the Emergency Contraception Value Chain in South Africa","https://marketbookshelf.com/publications/promoting-prioritising-reproductive-health-commodities-understanding-emergency-contraception-value-chain-south-africa/"
"Equity monitoring for social marketing: use of wealth quintiles and the concentration index for decision making in HIV prevention, family planning, and malaria programs","https://marketbookshelf.com/publications/equity-monitoring-social-marketing-use-wealth-quintiles-concentration-index-decision-making-hiv-prevention-family-planning-malaria-programs/"
"Introducing the Progesterone Contraceptive Vaginal Ring in Sub-Saharan Africa","https://marketbookshelf.com/publications/introducing-progesterone-contraceptive-vaginal-ring-sub-saharan-africa/"
"How to sell a condom? The impact of demand creation tools on male and female condom sales in resource limited settings","https://marketbookshelf.com/publications/sell-condom-impact-demand-creation-tools-male-female-condom-sales-resource-limited-settings/"
"Using and Joining a Franchised Private Sector Provider Network in Myanmar","https://marketbookshelf.com/publications/using-joining-franchised-private-sector-provider-network-myanmar/"
"Health sector reform and public-private partnerships for health in Asia: Implications for sexual and reproductive health services","https://marketbookshelf.com/publications/health-sector-reform-public-private-partnerships-health-asia-implications-sexual-reproductive-health-services/"
"Ends versus means: the role of markets in expanding access to contraceptives","https://marketbookshelf.com/publications/ends-versus-means-role-markets-expanding-access-contraceptives/"
"Trends and Opportunities in Public-private Partnerships to Improve Health Service Delivery in Africa","https://marketbookshelf.com/publications/trends-opportunities-public-private-partnerships-improve-health-service-delivery-africa/"
"Who, What, Where: an analysis of private sector family planning provision in 57 low- and middle-income countries","https://marketbookshelf.com/publications/analysis-private-sector-family-planning-provision-57-low-middle-income-countries/"
"An Economic Assessment of the Relationship between Price Regulation and Incentives to Innovate in the Pharmaceutical Industry","https://marketbookshelf.com/publications/economic-assessment-relationship-price-regulation-incentives-innovate-pharmaceutical-industry/"
"Utilization of Cu-T in Paschim Midnapur district of West Bengal, India: An appraisal","https://marketbookshelf.com/publications/utilization-cu-t-paschim-midnapur-district-west-bengal-india-appraisal/"
"Strategic Pathway to Reproductive Health Commodity Security: A Tool for Assessment, Planning, and Implementation","https://marketbookshelf.com/publications/strategic-pathway-reproductive-health-commodity-security-tool-assessment-planning-implementation/"
"Legislation, regulation, and consolidation in the retail pharmacy sector in low-income countries","https://marketbookshelf.com/publications/legislation-regulation-consolidation-retail-pharmacy-sector-low-income-countries/"
"Adding It Up: The costs and benefits of investing in family planning and maternal and newborn health","https://marketbookshelf.com/publications/adding-costs-benefits-investing-family-planning-maternal-newborn-health/"
"New emergency contraceptive method ellaOne ® – is it worth the price?","https://marketbookshelf.com/publications/new-emergency-contraceptive-method-ellaone-worth-price/"
"Privatisation in reproductive health services in Pakistan: three case studies","https://marketbookshelf.com/publications/privatisation-reproductive-health-services-pakistan-three-case-studies/"
"The Global Health Licensing Program: A New Model for Humanitarian Licensing at the University Level","https://marketbookshelf.com/publications/global-health-licensing-program-new-model-humanitarian-licensing-university-level/"
"Utilization of HIV-related services from the private health sector: a multi-country analysis","https://marketbookshelf.com/publications/utilization-hiv-related-services-private-health-sector-multi-country-analysis/"
"Can developing countries achieve adequate improvements in child health outcomes without engaging the private sector?","https://marketbookshelf.com/publications/can-developing-countries-achieve-adequate-improvements-child-health-outcomes-without-engaging-private-sector/"
"Clinical Social Franchising Compendium, An annual survey of programs: findings from 2015","https://marketbookshelf.com/publications/clinical-social-franchising-compendium-annual-survey-programs-findings-2015/"
"Social Franchising to Improve Quality and Access in Private Health Care in Developing Countries","https://marketbookshelf.com/publications/social-franchising-improve-quality-access-private-health-care-developing-countries/"
"The impact of a novel franchise clinic network on access to medicines and vaccinations in Kenya: a cross-sectional study","https://marketbookshelf.com/publications/impact-novel-franchise-clinic-network-access-medicines-vaccinations-kenya-cross-sectional-study/"
"Revitalizing long-acting reversible contraceptives in settings with high unmet need: a multicountry experience matching demand creation and service delivery","https://marketbookshelf.com/publications/revitalizing-long-acting-reversible-contraceptives-settings-high-unmet-need-multicountry-experience-matching-demand-creation-service-delivery/"
"Pharmaceutical Supply Chain in Africa &#8211; Presentations","https://marketbookshelf.com/publications/pharmaceutical-supply-chain-africa-presentations/"
"Supply Chain Optimisation in Africa’s Private Sector: Reducing the Price to Patient","https://marketbookshelf.com/publications/supply-chain-optimisation-africas-private-sector-reducing-price-patient/"
"Africa: A ripe opportunity Understanding the pharmaceutical market opportunity and developing sustainable business models in Africa","https://marketbookshelf.com/publications/africa-ripe-opportunity-understanding-pharmaceutical-market-opportunity-developing-sustainable-business-models-africa/"
"Measuring the Total Condom Market in the Caribbean: Insights and Findings from the CARISMA programme","https://marketbookshelf.com/publications/measuring-total-condom-market-caribbean-insights-findings-carisma-programme/"
"Do changes to supply chain and procurement processes yield cost savings and improve availability of pharmaceuticals, vaccines or health products? A systematic review of evidence from low-income and middle-income countries","https://marketbookshelf.com/publications/changes-supply-chain-procurement-processes-yield-cost-savings-improve-availability-pharmaceuticals-vaccines-health-products-systematic-review-evidence-low-income-mi/"
"Improving access to pharmaceuticals in Brazil and Argentina","https://marketbookshelf.com/publications/improving-access-pharmaceuticals-brazil-argentina/"
"Group purchasing of pharmaceuticals and medical supplies by the Gulf Cooperation Council states","https://marketbookshelf.com/publications/group-purchasing-pharmaceuticals-medical-supplies-gulf-cooperation-council-states/"
"Retrospective Analysis of Volume Guarantees in the Pentavalent and Rotavirus Vaccine Markets","https://marketbookshelf.com/publications/retrospective-analysis-volume-guarantees-pentavalent-rotavirus-vaccine-markets/"
"Global Forecasting for ACTs","https://marketbookshelf.com/publications/global-forecasting-acts/"
"Evolution of the Global Donor Market for Male Condoms","https://marketbookshelf.com/publications/evolution-global-donor-market-male-condoms/"
"Chlorhexidine in Nepal: A Public‐Private Partnership Case Study","https://marketbookshelf.com/publications/chlorhexidine-nepal-public%e2%80%90private-partnership-case-study/"
"Retrospective Analysis of ORS and Zinc Market Shaping Efforts","https://marketbookshelf.com/publications/retrospective-analysis-ors-zinc-market-shaping-efforts/"
"Pooled Procurement in the Vaccine Market: UNICEF&#8217;s Experience","https://marketbookshelf.com/publications/pooled-procurement-vaccine-market-unicefs-experience/"
"Increasing Same-Day Access to FP through Available, Affordable Pregnancy Tests: Final Detailed Report of SHOPS Plus Market Shaping Analysis in 5 Countries","https://marketbookshelf.com/publications/increasing-day-access-fp-available-affordable-pregnancy-tests-final-detailed-report-shops-plus-market-shaping-analysis-5-countries/"
"Private Shops & Pharmacies as Providers of Family Planning","https://marketbookshelf.com/publications/private-shops-pharmacies-providers-family-planning/"
"Final performance evaluation of USAID/Madagascar integrated social marketing program","https://marketbookshelf.com/publications/final-performance-evaluation-usaidmadagascar-integrated-social-marketing-program/"
"Midterm performance evaluation of the Bangladesh marketing innovations for health project","https://marketbookshelf.com/publications/midterm-performance-evaluation-bangladesh-marketing-innovations-health-project/"
"Enhancing Family Planning Market Knowledge","https://marketbookshelf.com/publications/enhancing-family-planning-market-knowledge/"
"HIV/AIDS Condom Social Marketing Program Dominican Republic Annual Report Oct. 2015-Sept. 2015","https://marketbookshelf.com/publications/hivaids-condom-social-marketing-program-dominican-republic-annual-report-oct-2015-sept-2015/"
"End-of-project Evaluation of the PSI Social Marketing Project in Madagascar","https://marketbookshelf.com/publications/end-project-evaluation-psi-social-marketing-project-madagascar/"
"Russia Reproductive Health Market Assessment","https://marketbookshelf.com/publications/russia-reproductive-health-market-assessment/"
"USAID Social Marketing for HIV Prevention Project: FY13 Annual Report","https://marketbookshelf.com/publications/usaid-social-marketing-hiv-prevention-project-fy13-annual-report/"
"Market-based Partnerships for Health Annual Progress Report: Year 3","https://marketbookshelf.com/publications/market-based-partnerships-health-annual-progress-report-year-3/"
"Assessment of the Pregnancy Test Market in Zambia","https://marketbookshelf.com/publications/assessment-pregnancy-test-market-zambia/"
"Assessment of the Pregnancy Test Market in India","https://marketbookshelf.com/publications/assessment-pregnancy-test-market-india/"
"Assessment of the Pregnancy Test Market in Kenya","https://marketbookshelf.com/publications/assessment-pregnancy-test-market-kenya/"
"Assessment of the Pregnancy Test Market in Madagascar","https://marketbookshelf.com/publications/assessment-pregnancy-test-market-madagascar/"
"Assessment of the Pregnancy Test Market in Malawi","https://marketbookshelf.com/publications/assessment-pregnancy-test-market-malawi/"
"Family Planning Market Segmentation in Jordan: An Analysis of the Family Planning Market in Jordan to Develop an Effective and Evidence-Based Strategic Plan for Attaining Contraceptive Security","https://marketbookshelf.com/publications/family-planning-market-segmentation-jordan-analysis-family-planning-market-jordan-develop-effective-evidence-based-strategic-plan-attaining-contraceptive-security/"
"A Trend Analysis of the Family Planning Market in Jordan: Informing Policy and Program Planning","https://marketbookshelf.com/publications/trend-analysis-family-planning-market-jordan-informing-policy-program-planning/"
"Evaluation of the Reach and Effect of the IUD Social Marketing Campaign, Wave 1","https://marketbookshelf.com/publications/evaluation-reach-effect-iud-social-marketing-campaign-wave-1/"
"Evaluation of the Reach and Effect of the IUD Social Marketing Campaign, Wave 2","https://marketbookshelf.com/publications/evaluation-reach-effect-iud-social-marketing-campaign-wave-2/"
"End of Project Review of “Social Marketing and Targeted Communications for HIV and AIDS Prevention Among Most–at–Risk Populations in Burma, China, Lao, and Thailand” October 2007–September 2010","https://marketbookshelf.com/publications/end-project-review-social-marketing-targeted-communications-hiv-aids-prevention-among-risk-populations-burma-china-lao-thailand-oc/"
"Will Small and Medium Enterprises Provide HIV/AIDS Services to Employees? An Analysis of Market Demand","https://marketbookshelf.com/publications/will-small-medium-enterprises-provide-hivaids-services-employees-analysis-market-demand/"
"Maternal and Child Health Integrated Program Mozambique: Final Report of Social Marketing Award to PSI: March 2010 through June 2011","https://marketbookshelf.com/publications/maternal-child-health-integrated-program-mozambique-final-report-social-marketing-award-psi-march-2010-june-2011/"
"Market Research Needs Assessment: Understanding Health Care Improvement Information Needs of Key Stakeholders in the Uganda Health System","https://marketbookshelf.com/publications/market-research-needs-assessment-understanding-health-care-improvement-information-needs-key-stakeholders-uganda-health-system/"
"Technical Report: Assessment of the Availability of Antimalarial Medicines in the Public and Private Markets in Countries of the Amazon Basin","https://marketbookshelf.com/publications/technical-report-assessment-availability-antimalarial-medicines-public-private-markets-countries-amazon-basin/"
"Post Market Survey of Antiretroviral Medicines in Kenya","https://marketbookshelf.com/publications/post-market-survey-antiretroviral-medicines-kenya/"
"Post-Market Quality Surveillance Project: Maternal Healthcare Products (Oxytocin and Ergometrine) on the Ghanaian Market","https://marketbookshelf.com/publications/post-market-quality-surveillance-project-maternal-healthcare-products-oxytocin-ergometrine-ghanaian-market/"
"Report on Post-Market Surveillance of First Line Anti-Tuberculosis Medicines in Kenya","https://marketbookshelf.com/publications/report-post-market-surveillance-first-line-anti-tuberculosis-medicines-kenya/"
"Evaluation of USAID/Nepal&#8217;s Key Social Marketing and Franchising Project: AIDS, Reproductive Health, and Child Survival (N-MARC)","https://marketbookshelf.com/publications/evaluation-usaidnepals-key-social-marketing-franchising-project-aids-reproductive-health-child-survival-n-marc/"
"Saathi Bachpan Ke (Friends of Childhood) Program: Defeating diarrhea in 3 simple ways, through a Market-based Alliance for Child Health & Hygiene","https://marketbookshelf.com/publications/saathi-bachpan-ke-friends-childhood-program-defeating-diarrhea-3-simple-ways-market-based-alliance-child-health-hygiene/"
"Market-Based Partnerships for Health Annual Progress Report: Year 2","https://marketbookshelf.com/publications/market-based-partnerships-health-annual-progress-report-year-2/"
"Market-Based Partnerships in Health (MBPH): Final Evaluation USAID/India","https://marketbookshelf.com/publications/market-based-partnerships-health-mbph-final-evaluation-usaidindia/"
"Tanzania Marketing and Communications (T-MARC) Project for HIV/AIDS, Reproductive Health and Child Survival: Annual Report Year 4","https://marketbookshelf.com/publications/tanzania-marketing-communications-t-marc-project-hivaids-reproductive-health-child-survival-annual-report-year-4/"
"The Unfinished Agenda: Next Steps to Increase Access to Emergency Contraception","https://marketbookshelf.com/publications/unfinished-agenda-next-steps-increase-access-emergency-contraception/"
"WHO Diagnostics Prequalification Project (DxPQ) and WHO Medicines Prequalification Project (MPQ) Mid-Term Evaluation","https://marketbookshelf.com/publications/diagnostics-prequalification-project-dxpq-medicines-prequalification-project-mpq-mid-term-evaluation/"
"Market and Technology Landscape: HIV Rapid Diagnostic Tests for Self-Testing, 3rd Edition","https://marketbookshelf.com/publications/market-technology-landscape-hiv-rapid-diagnostic-tests-self-testing-3rd-edition/"
"Global Alliance for TB drug development (TB Alliance) Speeding Treatments to End Paediatric Tuberculosis (STEP-TB) End of Project Evaluation","https://marketbookshelf.com/publications/global-alliance-tb-drug-development-tb-alliance-speeding-treatments-end-paediatric-tuberculosis-step-tb-end-project-evaluation/"
"Unitaid project evaluation: Achieving Catalytic Expansion of Seasonal Malaria Chemoprevention in the Sahel (ACCESS-SMC)","https://marketbookshelf.com/publications/unitaid-project-evaluation-achieving-catalytic-expansion-seasonal-malaria-chemoprevention-sahel-access-smc/"
"Forecast Report: Global Malaria Diagnostic and Artemisinin Treatment Commodities Forecast 2017-2020","https://marketbookshelf.com/publications/forecast-report-global-malaria-diagnostic-artemisinin-treatment-commodities-forecast-2017-2020/"
"Policy Brief: Global Malaria Diagnostic and Artemisinin Treatment Commodities Demand Forecast 2017-2020","https://marketbookshelf.com/publications/policy-brief-global-malaria-diagnostic-artemisinin-treatment-commodities-demand-forecast-2017-2020/"
"Tuberculosis Diagnostics Technology Landscape &#8211; 5th Edition","https://marketbookshelf.com/publications/tuberculosis-diagnostics-technology-landscape-5th-edition/"
"Re-envisioning Maternal and Child Health in Indonesia: How the Private Sector and Civil Society Can Ignite Change","https://marketbookshelf.com/publications/re-envisioning-maternal-child-health-indonesia-private-sector-civil-society-can-ignite-change/"
"Assessing Program Coverage of Two Approaches to Distributing a Complementary Feeding Supplement to Infants and Young Children in Ghana","https://marketbookshelf.com/publications/assessing-program-coverage-two-approaches-distributing-complementary-feeding-supplement-infants-young-children-ghana/"
"&#8220;Yahi Hai Sahi!&#8221; Growing the Condom Market in North India through the Private Sector","https://marketbookshelf.com/publications/yahi-hai-sahi-growing-condom-market-north-india-private-sector/"
"When Donor Support Ends: The Fate of Social Marketing Products and the Markets they Help Create","https://marketbookshelf.com/publications/donor-support-ends-fate-social-marketing-products-markets-help-create/"
"Scale-Up of Routine Viral Load Testing in Resource-Poor Settings: Current and Future Implementation Challenges","https://marketbookshelf.com/publications/scale-routine-viral-load-testing-resource-poor-settings-current-future-implementation-challenges/"
"Coverage of private sector community midwife services in rural Pubjab, Pakistan: development and demand","https://marketbookshelf.com/publications/coverage-private-sector-community-midwife-services-rural-pubjab-pakistan-development-demand/"
"TwoDay Method® Market Research: Report on IRH Experience, Evidence, and Recommendations; and Interviews with Stakeholders, Donors, and Possible Future Collaborators","https://marketbookshelf.com/publications/twoday-method-market-research-report-irh-experience-evidence-recommendations-interviews-stakeholders-donors-possible-future-collaborators/"
"Do anti-malarials in Africa meet quality standards? The market penetration of non quality-assured artemisinin combination therapy in eight African countries","https://marketbookshelf.com/publications/anti-malarials-africa-meet-quality-standards-market-penetration-non-quality-assured-artemisinin-combination-therapy-eight-african-countries/"
"Investing for Impact: Capitalizing on the emerging landscape for global health financing","https://marketbookshelf.com/publications/investing-impact-capitalizing-emerging-landscape-global-health-financing/"
"Quality and Performance Guidance on Selection of Pregnancy Tests for Procurement","https://marketbookshelf.com/publications/quality-performance-guidance-selection-pregnancy-tests-procurement/"
"Improved Childhood Diarrhea Treatment Practices in Ghana: A Pre-Post Evaluation of a Comprehensive Private-Sector Program","https://marketbookshelf.com/publications/improved-childhood-diarrhea-treatment-practices-ghana-pre-post-evaluation-comprehensive-private-sector-program/"
"Community Health Workers as Social Marketers of Injectable Contraceptives: A Case Study from Ethiopia","https://marketbookshelf.com/publications/community-health-workers-social-marketers-injectable-contraceptives-case-study-ethiopia/"
"Global Marketplace for Private Health Insurance: Strength in Numbers","https://marketbookshelf.com/publications/global-marketplace-private-health-insurance-strength-numbers/"
"Predictions 2035: The Role of Performance Based Financing in Future Supply Chains in Developing Countries","https://marketbookshelf.com/publications/predictions-2035-role-performance-based-financing-future-supply-chains-developing-countries/"
"Success Story: Public Private Partnership Creates Sustainable Improvements","https://marketbookshelf.com/publications/success-story-public-private-partnership-creates-sustainable-improvements/"
"Understanding Client Preferences to Guide the Prioritization of Interventions for Increasing Demand at NGO Health Service Delivery Project (NHSDP) Clinics in Bangladesh","https://marketbookshelf.com/publications/understanding-client-preferences-guide-prioritization-interventions-increasing-demand-ngo-health-service-delivery-project-nhsdp-clinics-bangladesh/"
"Performance Evaluation of USAID/Uganda AFFORD &#8211; Health Marketing Initiative Project Evaluation: Improving the Lives of Ugandans","https://marketbookshelf.com/publications/performance-evaluation-usaiduganda-afford-health-marketing-initiative-project-evaluation-improving-lives-ugandans/"
"End-of-Project Evaluation of APHIAplus Health Communication and Marketing Program","https://marketbookshelf.com/publications/end-project-evaluation-aphiaplus-health-communication-marketing-program/"
"The Private Sector: Key to Reaching Young People with Contraception","https://marketbookshelf.com/publications/private-sector-key-reaching-young-people-contraception/"
"Changes in Contraceptive Use Dynamics in Egypt: Analysis of the 2008 and 2014 Demographic and Health Surveys","https://marketbookshelf.com/publications/changes-contraceptive-use-dynamics-egypt-analysis-2008-2014-demographic-health-surveys/"
"Phases of Social Marketing: Building the Sustainability of Donor-Supported Programs","https://marketbookshelf.com/publications/phases-social-marketing-building-sustainability-donor-supported-programs/"
"Public-Private Partnerships for Family Planning: Case Studies on Local Participation","https://marketbookshelf.com/publications/public-private-partnerships-family-planning-case-studies-local-participation-2/"
"End of project evaluation of the expanded social marketing project (ESMPIN) in Nigeria","https://marketbookshelf.com/publications/end-project-evaluation-expanded-social-marketing-project-esmpin-nigeria/"
"Family Planning Vouchers in Low and Middle Income Countries: A Systematic Review","https://marketbookshelf.com/publications/family-planning-vouchers-low-middle-income-countries-systematic-review/"
"Achieving the Grand Convergence: a Case for Investing in Family Planning Supplies and Supply Chains","https://marketbookshelf.com/publications/achieving-grand-convergence-case-investing-family-planning-supplies-supply-chains/"
"Vietnam: Strengthening the Total Condom Market","https://marketbookshelf.com/publications/vietnam-strengthening-total-condom-market/"
"Central America (2013): MAP Study evaluating the coverage, quality of coverage, and market penetration of condoms and lubricants in Belize, Guatemala, El Salvador, Nicaragua, Costa Rica, and Panama","https://marketbookshelf.com/publications/central-america-2013-map-study-evaluating-coverage-quality-coverage-market-penetration-condoms-lubricants-belize-guatemala-el-salvador-nicaragua-costa-rica-panama/"
"The HIPS Project: Extending Health Care Through the Private Sector in Uganda","https://marketbookshelf.com/publications/hips-project-extending-health-care-private-sector-uganda/"
"Strengthening Health Systems by Engaging the Private Health Sector: Promising HIV/AIDS Partnerships","https://marketbookshelf.com/publications/strengthening-health-systems-engaging-private-health-sector-promising-hivaids-partnerships/"
"Evidence Brief: Partnering with the private sector to strengthen provision of contraception","https://marketbookshelf.com/publications/evidence-brief-partnering-private-sector-strengthen-provision-contraception/"
"Projected Uptake of New Antiretroviral (ARV) Medicines in Adults in Low- and Middle-Income Countries: A Forecast Analysis 2015-2025","https://marketbookshelf.com/publications/projected-uptake-new-antiretroviral-arv-medicines-adults-low-middle-income-countries-forecast-analysis-2015-2025/"
"What are the constraints and opportunities for HIVST scale-up in Africa? Evidence from Kenya, Malawi and South Africa","https://marketbookshelf.com/publications/constraints-opportunities-hivst-scale-africa-evidence-kenya-malawi-south-africa/"
"Contraceptive sales in the setting of the Zika virus epidemic","https://marketbookshelf.com/publications/contraceptive-sales-setting-zika-virus-epidemic/"
"Understanding Unpaid Care Work to Empower Women in Market Systems Approaches","https://marketbookshelf.com/publications/understanding-unpaid-care-work-empower-women-market-systems-approaches/"
"Understanding the &#8216;demand side&#8217; in service delivery: Definitions, frameworks and tools from the health sector","https://marketbookshelf.com/publications/understanding-demand-side-service-delivery-definitions-frameworks-tools-health-sector/"
"Mitigating South Africa&#8217;s HIV Epidemic: The Interplay of Social Entrepreneurship and the Innovation System","https://marketbookshelf.com/publications/mitigating-south-africas-hiv-epidemic-interplay-social-entrepreneurship-innovation-system/"
"Assessing the Potential Market for a Progesterone Contraceptive Vaginal Ring (PCVR) as a New Contraceptive Option in Sub-Saharan Africa Using Needs-Based Market Segmentation","https://marketbookshelf.com/publications/assessing-potential-market-progesterone-contraceptive-vaginal-ring-pcvr-new-contraceptive-option-sub-saharan-africa-using-needs-based-market-segmentation/"
"Introducing O&#8217;Lavie Woman&#8217;s Condom to China: Expanding dual protection options","https://marketbookshelf.com/publications/introducing-olavie-womans-condom-china-expanding-dual-protection-options/"
"Bangladesh Health Service Delivery: Innovative NGO and Private Sector Partnerships","https://marketbookshelf.com/publications/bangladesh-health-service-delivery-innovative-ngo-private-sector-partnerships/"
"Production of antiretroviral drugs in middle- and low-income countries","https://marketbookshelf.com/publications/production-antiretroviral-drugs-middle-low-income-countries/"
"Getting closer to people: family planning provision by drug shops in Uganda","https://marketbookshelf.com/publications/getting-closer-people-family-planning-provision-drug-shops-uganda/"
"Intermediaries: The Missing Link in Improving Mixed Market Health Systems?","https://marketbookshelf.com/publications/intermediaries-missing-link-improving-mixed-market-health-systems/"
"The future of multipurpose prevention technology product strategies: understanding the market in parallel with product development","https://marketbookshelf.com/publications/future-multipurpose-prevention-technology-product-strategies-understanding-market-parallel-product-development/"
"Scaling up delivery of contraceptive implants in sub-Saharan Africa: operational experiences of Marie Stopes International","https://marketbookshelf.com/publications/scaling-delivery-contraceptive-implants-sub-saharan-africa-operational-experiences-marie-stopes-international/"
"Investing in Nursing and Midwifery Enterprise: Empowering Women and Strengthening Health Systems","https://marketbookshelf.com/publications/investing-nursing-midwifery-enterprise-empowering-women-strengthening-health-systems/"
"Sustaining Health Market Innovations In Pakistan","https://marketbookshelf.com/publications/sustaining-health-market-innovations-pakistan/"
"Allocating scarce financial resources for HIV treatment: benchmarking prices of antiretroviral medicines in Latin America","https://marketbookshelf.com/publications/allocating-scarce-financial-resources-hiv-treatment-benchmarking-prices-antiretroviral-medicines-latin-america/"
"Creating a More Vibrant Private Health Sector in Malawi","https://marketbookshelf.com/publications/creating-vibrant-private-health-sector-malawi/"
"A review of global access to emergency contraception","https://marketbookshelf.com/publications/review-global-access-emergency-contraception/"
"Optimising the manufacture, formulation, and dose of antiretroviral drugs for more cost-efficient delivery in resource-limited settings: a consensus statement","https://marketbookshelf.com/publications/optimising-manufacture-formulation-dose-antiretroviral-drugs-cost-efficient-delivery-resource-limited-settings-consensus-statement/"
"Review of Procurement Management Capacity of the Social Marketing Company, Bangladesh","https://marketbookshelf.com/publications/review-procurement-management-capacity-social-marketing-company-bangladesh/"
"Ovulation inhibition doses of progestins: a systematic review of the available literature and of marketed preparations worldwide","https://marketbookshelf.com/publications/ovulation-inhibition-doses-progestins-systematic-review-available-literature-marketed-preparations-worldwide/"
"Evaluation of a social marketing intervention promoting oral rehydration salts in Burundi","https://marketbookshelf.com/publications/evaluation-social-marketing-intervention-promoting-oral-rehydration-salts-burundi/"
"A lifeline to treatment: the role of Indian generic manufacturers in supplying antiretroviral medicines to developing countries","https://marketbookshelf.com/publications/lifeline-treatment-role-indian-generic-manufacturers-supplying-antiretroviral-medicines-developing-countries/"
"Impact of Trade-Related Aspects of Intellectual Property Rights (TRIPS) Agreement on India as a Supplier of Generic Antiretrovirals","https://marketbookshelf.com/publications/impact-trade-related-aspects-intellectual-property-rights-trips-agreement-india-supplier-generic-antiretrovirals/"
"Female condom technology: new products and regulatory issues","https://marketbookshelf.com/publications/female-condom-technology-new-products-regulatory-issues/"
"Finding Middle Ground: Making Better Use of the African Private Health Sector through More Effective Regulations","https://marketbookshelf.com/publications/finding-middle-ground-making-better-use-african-private-health-sector-effective-regulations/"
"Guidance on Elements to Consider when Planning for the Integration of Oxytocin into the EPI Cold Chain","https://marketbookshelf.com/publications/guidance-elements-consider-planning-integration-oxytocin-epi-cold-chain/"
"Quantification of Health Commodities: RMNCH Supplement Forecasting Consumption of Select Reproductive, Maternal, Newborn, and Child Health Commodities","https://marketbookshelf.com/publications/quantification-health-commodities-forecasting-consumption-select-reproductive-maternal-newborn-child-health-commodities/"
"DMPA IM Demand Forecasting: Methodologies and Results","https://marketbookshelf.com/publications/dmpa-im-demand-forecasting-methodologies-results/"
"Summary of April 2016 CSP Contraceptive Implant Demand Forecast","https://marketbookshelf.com/publications/summary-april-2016-csp-contraceptive-implant-demand-forecast/"
"Innovative Pro-Poor Healthcare Financing and Delivery Models","https://marketbookshelf.com/publications/innovative-pro-poor-healthcare-financing-delivery-models/"
"Innovations in Privately Delivered Maternal, Newborn and Child Health: Exploring the Evidence Behind Emerging Practices","https://marketbookshelf.com/publications/innovations-privately-delivered-maternal-newborn-child-health-exploring-evidence-behind-emerging-practices/"
"Innovations in Tuberculosis Care: Exploring the Evidence Behind Emerging Practices in Low- and Middle-Income Countries","https://marketbookshelf.com/publications/innovations-tuberculosis-care-exploring-evidence-behind-emerging-practices-low-middle-income-countries/"
"Innovations in Privately Delivered Malaria Healthcare: Exploring the Evidence Behind Emerging Practices","https://marketbookshelf.com/publications/innovations-privately-delivered-malaria-healthcare-exploring-evidence-behind-emerging-practices/"
"Adaptation Framework for Global Exchange of Innovation","https://marketbookshelf.com/publications/adaptation-framework-global-exchange-innovation/"
"Identifying the Active Ingredient: Promoting adaptation and global exchange of innovation","https://marketbookshelf.com/publications/identifying-active-ingredient-promoting-adaptation-global-exchange-innovation/"
"Mobile Money for Health","https://marketbookshelf.com/publications/mobile-money-health/"
"Public-Private Mix (PPM) for TB Care and Control: A Toolkit","https://marketbookshelf.com/publications/public-private-mix-ppm-tb-care-control-toolkit/"
